,NomeParlamentar,Partido,TipoDespesa,txtDescricaoEspecificacao,ValorLiquido,Trecho,datEmissao
287685,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"801,57",BSB/CGH/CGR,24-10-2019
287686,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"801,57",BSB/CGH/CGR,30-10-2019
287687,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"801,57",BSB/CGH/CGR,30-10-2019
287688,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1374,57",BSB/CGH/CGR,30-10-2019
287689,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1046,57",BSB/CGH/CGR,30-10-2019
287690,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"609,22",CGR/BSB,05-11-2019
287691,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"217,57",BSB/CGR,05-11-2019
287692,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"612,79",CGR/GRU/BSB,05-11-2019
287693,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1160,99",CGR/GRU/BSB,28-11-2019
287694,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"912,57",BSB/CGR,28-11-2019
287695,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"884,67",BSB/CGH/CGR,28-11-2019
287696,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"110,0",BSB/CGR,19-12-2019
287697,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"150,89",BSB/CGR,19-12-2019
287698,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"132,89",CGR/GRU/BSB,19-12-2019
287699,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"494,89",CGR/BSB,22-03-2019
287700,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"459,38",CGR/BSB/CGR,25-03-2019
287701,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"458,38",CGR/BSB/CGR,25-03-2019
287702,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"498,49",BSB/CGR,25-03-2019
287703,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"633,38",CGR/BSB/CGR,25-03-2019
287704,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"329,38",CGR/BSB/CGR,25-03-2019
287705,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"329,38",CGR/BSB/CGR,25-03-2019
287706,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"198,49",BSB/CGR,25-03-2019
287707,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"130,89",CGR/BSB,25-03-2019
287708,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"989,38",CGR/BSB/CGR,25-03-2019
287709,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"793,38",CGR/BSB/CGR,25-03-2019
287710,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1159,39",BSB/CGR,29-04-2019
287711,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1105,18",CGR/BSB/CGR,15-05-2019
287712,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"813,18",CGR/BSB/CGR,15-05-2019
287713,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1133,18",CGR/BSB/CGR,15-05-2019
287714,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"555,39",BSB/CGR,15-05-2019
287715,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"498,18",CGR/BSB/CGR,15-05-2019
287716,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"704,18",CGR/BSB/CGR,15-05-2019
287717,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"500,48",CGR/BSB/CGR,15-05-2019
302883,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"693,31",,12-09-2020
302884,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"39,1",,10-06-2020
302885,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"100,4",,11-04-2020
302886,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"65,41",,12-11-2020
302887,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"226,62",,10-10-2020
302888,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"93,26",,12-02-2020
302889,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"65,41",,09-07-2020
302890,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"37,41",,10-01-2020
302891,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"1179,38",,10-10-2020
302892,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"134,21",,13-05-2020
302893,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"134,21",,13-05-2020
302894,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"328,85",,13-08-2020
302895,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"449,18",,10-02-2020
302896,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"928,01",,13-10-2020
302897,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"544,64",,11-11-2020
302898,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"235,32",,16-01-2020
302899,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"725,16",,11-03-2020
302900,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"392,41",,13-04-2020
302901,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"219,21",,13-05-2020
302902,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"220,39",,14-07-2020
302903,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"604,9",,14-09-2020
302904,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"539,76",,10-12-2020
302905,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"366,0",,13-03-2020
302906,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"317,2",,21-02-2020
302907,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"122,9",,09-10-2020
302908,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"327,0",,27-10-2020
302909,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2327,0",,11-02-2020
302910,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,28-05-2020
302911,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,30-06-2020
302912,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,31-07-2020
302913,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,31-08-2020
302914,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,29-09-2020
302915,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,30-10-2020
302916,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,30-11-2020
302917,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,29-12-2020
302918,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,14-06-2020
302919,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,17-06-2020
302920,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"172,0",,12-11-2020
302921,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"176,01",,29-07-2020
302922,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"60,0",,16-03-2020
302923,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,18-09-2020
302924,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"79,43",,29-09-2020
302925,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"208,92",,29-09-2020
302926,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,14-11-2020
302927,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"185,03",,03-11-2020
302928,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"123,7",,30-06-2020
302929,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,21-07-2020
302930,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"204,04",,02-12-2020
302931,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"157,24",,08-05-2020
302932,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,09-09-2020
302933,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"225,03",,27-11-2020
302934,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,05",,26-06-2020
302935,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"153,1",,02-10-2020
302936,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"173,02",,03-11-2020
302937,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"156,36",,07-12-2020
302938,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"144,99",,12-03-2020
302939,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"180,02",,17-03-2020
302940,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"140,03",,12-03-2020
302941,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"108,98",,26-09-2020
302942,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"80,0",,08-05-2020
302943,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"172,0",,07-03-2020
302944,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"168,01",,19-05-2020
302945,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"192,11",,24-09-2020
302946,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"226,29",,26-11-2020
302947,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"205,11",,17-10-2020
302948,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"195,18",,11-12-2020
302949,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"213,51",,30-10-2020
302950,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,08-06-2020
302951,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,19-05-2020
302952,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,22-10-2020
302953,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"232,13",,11-07-2020
302954,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"173,15",,25-10-2020
302955,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"231,31",,15-07-2020
302956,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,15-07-2020
302957,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"161,05",,15-08-2020
302958,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"159,82",,01-09-2020
302959,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"140,62",,16-09-2020
302960,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"167,22",,21-12-2020
302961,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"128,89",,03-10-2020
302962,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"128,5",,14-10-2020
302963,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"70,0",,05-11-2020
302964,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"50,0",,10-11-2020
302965,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"168,55",,24-11-2020
302966,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"171,04",,08-12-2020
302967,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"214,02",,28-06-2020
302968,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"143,03",,25-09-2020
302969,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,15-01-2020
302970,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,30-01-2020
302971,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,21-02-2020
302972,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"50,0",,05-03-2020
302973,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"166,06",,16-03-2020
302974,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"190,04",,05-06-2020
302975,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"178,58",,25-06-2020
302976,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"99,97",,28-08-2020
302977,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"149,97",,08-09-2020
302978,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"149,96",,28-09-2020
302979,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,29-09-2020
302980,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"268,66",,07-10-2020
302981,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"181,75",,08-10-2020
302982,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"181,8",,09-10-2020
302983,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"251,52",,13-10-2020
302984,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"130,01",,19-10-2020
302985,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"232,02",,19-10-2020
302986,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"235,56",,26-10-2020
302987,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"170,01",,07-01-2020
302988,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"130,01",,12-05-2020
302989,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"169,0",,08-06-2020
302990,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"170,05",,25-09-2020
302991,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"190,16",,13-08-2020
302992,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"198,07",,11-12-2020
302993,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"265,15",,31-07-2020
302994,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"170,06",,04-11-2020
302995,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"149,62",,09-10-2020
302996,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"190,01",,06-07-2020
302997,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"96,04",,12-02-2020
302998,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"149,0",,21-10-2020
302999,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,08-01-2020
303000,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"202,02",,12-09-2020
303001,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"206,13",,29-10-2020
303002,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"204,04",,05-11-2020
303003,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"193,0",,25-11-2020
303004,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"280,01",,11-12-2020
303005,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"163,01",,08-04-2020
303006,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"220,04",,29-10-2020
303007,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,11-01-2020
303008,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,28-02-2020
303009,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,11-01-2020
303010,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"157,21",,07-02-2020
303011,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,14-02-2020
303012,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"170,07",,27-02-2020
303013,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"164,06",,08-03-2020
303014,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"171,19",,06-05-2020
303015,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"165,56",,30-06-2020
303016,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"240,73",,29-07-2020
303017,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,01",,17-10-2020
303018,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"195,03",,05-02-2020
303019,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"172,03",,03-04-2020
303020,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"83,07",,24-04-2020
303021,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"227,02",,24-09-2020
303022,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,31-08-2020
303023,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,09-11-2020
303024,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,11-03-2020
303025,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"50,01",,12-05-2020
303026,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"202,03",,05-10-2020
303027,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"196,06",,23-06-2020
303028,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"229,98",,17-07-2020
303029,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"89,84",,10-07-2020
303030,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"156,9",,30-01-2020
303031,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"136,11",,09-02-2020
303032,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"169,9",,18-02-2020
303033,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"132,94",,02-03-2020
303034,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"183,01",,11-12-2020
303035,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"110,0",,27-08-2020
303036,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,03",,28-08-2020
303037,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,02-09-2020
303038,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,10-09-2020
303039,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,05-10-2020
303040,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,06-11-2020
303041,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"174,22",,10-10-2020
303042,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"156,06",,12-02-2020
303043,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"205,02",,29-06-2020
303044,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"183,06",,28-05-2020
303045,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"224,01",,08-04-2020
303046,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"210,0",,16-07-2020
303047,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,24-04-2020
303048,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"110,91",,10-02-2020
303049,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,14-08-2020
303050,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"80,0",,19-08-2020
303051,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"130,08",,28-10-2020
303052,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"103,06",,08-08-2020
303053,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"218,95",,06-11-2020
303054,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"207,07",,13-09-2020
303055,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"225,02",,28-08-2020
303056,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,01-09-2020
303057,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"170,0",,01-09-2020
303058,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,09-09-2020
303059,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"170,02",,22-09-2020
303060,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"156,82",,23-09-2020
303061,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,05-11-2020
303062,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"186,6",,26-06-2020
303063,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"70,0",,30-06-2020
303064,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"80,0",,16-07-2020
303065,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"155,13",,26-07-2020
303066,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"85,62",,27-07-2020
303067,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"80,0",,05-08-2020
303068,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"174,06",,08-08-2020
303069,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"178,03",,22-08-2020
303070,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"118,89",,23-08-2020
303071,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"117,1",,11-12-2020
