,NomeParlamentar,Partido,TipoDespesa,txtDescricaoEspecificacao,ValorLiquido,Trecho,datEmissao
63960,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - REEMBOLSO,,"1128,39",,04-02-2019
63961,Dagoberto Nogueira,PDT,TELEFONIA,,"241,05",,26-03-2019
63962,Dagoberto Nogueira,PDT,TELEFONIA,,"405,38",,26-03-2019
63963,Dagoberto Nogueira,PDT,TELEFONIA,,"0,12",,19-06-2019
63964,Dagoberto Nogueira,PDT,TELEFONIA,,"561,36",,19-06-2019
63965,Dagoberto Nogueira,PDT,TELEFONIA,,"522,09",,19-06-2019
63966,Dagoberto Nogueira,PDT,TELEFONIA,,"0,2",,29-04-2019
63967,Dagoberto Nogueira,PDT,TELEFONIA,,"561,93",,29-04-2019
63968,Dagoberto Nogueira,PDT,TELEFONIA,,"0,49",,13-08-2019
63969,Dagoberto Nogueira,PDT,TELEFONIA,,"497,81",,13-08-2019
63970,Dagoberto Nogueira,PDT,TELEFONIA,,"628,21",,23-08-2019
63971,Dagoberto Nogueira,PDT,TELEFONIA,,"0,08",,27-09-2019
63972,Dagoberto Nogueira,PDT,TELEFONIA,,"38,17",,27-09-2019
63973,Dagoberto Nogueira,PDT,TELEFONIA,,"675,47",,27-09-2019
63974,Dagoberto Nogueira,PDT,TELEFONIA,,"0,11",,18-10-2019
63975,Dagoberto Nogueira,PDT,TELEFONIA,,"488,32",,18-10-2019
63976,Dagoberto Nogueira,PDT,TELEFONIA,,"5,25",,21-11-2019
63977,Dagoberto Nogueira,PDT,TELEFONIA,,"553,29",,21-11-2019
63978,Dagoberto Nogueira,PDT,TELEFONIA,,"516,42",,19-12-2019
63979,Dagoberto Nogueira,PDT,TELEFONIA,,"12,49",,28-02-2020
63980,Dagoberto Nogueira,PDT,TELEFONIA,,"536,96",,28-02-2020
63981,Dagoberto Nogueira,PDT,TELEFONIA,,"57,08",,06-03-2020
63982,Dagoberto Nogueira,PDT,TELEFONIA,,"144,0",,23-04-2019
63983,Dagoberto Nogueira,PDT,TELEFONIA,,"112,97",,22-10-2019
63984,Dagoberto Nogueira,PDT,TELEFONIA,,"112,97",,23-11-2019
63985,Dagoberto Nogueira,PDT,TELEFONIA,,"124,02",,23-12-2019
63986,Dagoberto Nogueira,PDT,TELEFONIA,,"109,99",,24-07-2019
63987,Dagoberto Nogueira,PDT,TELEFONIA,,"112,97",,23-08-2019
63988,Dagoberto Nogueira,PDT,TELEFONIA,,"141,19",,21-09-2019
63989,Dagoberto Nogueira,PDT,TELEFONIA,,"104,85",,20-02-2019
63990,Dagoberto Nogueira,PDT,TELEFONIA,,"133,89",,22-03-2019
63991,Dagoberto Nogueira,PDT,TELEFONIA,,"147,14",,22-05-2019
63992,Dagoberto Nogueira,PDT,TELEFONIA,,"112,97",,22-06-2019
63993,Dagoberto Nogueira,PDT,TELEFONIA,,"56,3",,22-06-2019
63994,Dagoberto Nogueira,PDT,TELEFONIA,,"37,94",,22-06-2019
63995,Dagoberto Nogueira,PDT,TELEFONIA,,"70,6",,22-06-2019
63996,Dagoberto Nogueira,PDT,TELEFONIA,,"86,36",,22-06-2019
63997,Dagoberto Nogueira,PDT,TELEFONIA,,"47,24",,22-06-2019
63998,Dagoberto Nogueira,PDT,TELEFONIA,,"57,62",,22-06-2019
63999,Dagoberto Nogueira,PDT,TELEFONIA,,"37,71",,22-06-2019
64000,Dagoberto Nogueira,PDT,TELEFONIA,,"22,46",,22-06-2019
64001,Dagoberto Nogueira,PDT,TELEFONIA,,"7,62",,22-06-2019
64002,Dagoberto Nogueira,PDT,TELEFONIA,,"4,7",,22-06-2019
64003,Dagoberto Nogueira,PDT,TELEFONIA,,"8,61",,22-06-2019
64004,Dagoberto Nogueira,PDT,TELEFONIA,,"1222,9",,01-07-2019
64005,Dagoberto Nogueira,PDT,TELEFONIA,,"1221,8",,01-04-2019
64006,Dagoberto Nogueira,PDT,TELEFONIA,,"1101,83",,01-06-2019
64007,Dagoberto Nogueira,PDT,TELEFONIA,,"1115,84",,01-03-2019
64008,Dagoberto Nogueira,PDT,TELEFONIA,,"1135,84",,01-08-2019
64009,Dagoberto Nogueira,PDT,TELEFONIA,,"1106,84",,01-03-2019
64010,Dagoberto Nogueira,PDT,TELEFONIA,,"1101,83",,01-05-2019
64011,Dagoberto Nogueira,PDT,SERVIÇOS POSTAIS,,"5,45",,19-12-2019
64012,Dagoberto Nogueira,PDT,SERVIÇOS POSTAIS,,"15,25",,27-08-2019
64013,Dagoberto Nogueira,PDT,SERVIÇOS POSTAIS,,"66,3",,12-12-2019
64014,Dagoberto Nogueira,PDT,SERVIÇOS POSTAIS,,"35,46",,11-12-2019
64015,Dagoberto Nogueira,PDT,SERVIÇOS POSTAIS,,"1067,39",,11-03-2019
64016,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"66,0",,30-04-2019
64017,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"62,0",,26-10-2019
64018,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"40,74",,11-11-2019
64019,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"37,5",,18-11-2019
64020,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"24,12",,27-08-2019
64021,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"42,71",,03-09-2019
64022,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"41,99",,25-09-2019
64023,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"41,99",,15-10-2019
64024,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"38,22",,23-10-2019
64025,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"40,2",,12-03-2019
64026,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"40,29",,26-03-2019
64027,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"54,54",,07-05-2019
64028,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"43,88",,14-05-2019
64029,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"50,0",,15-05-2019
64030,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"30,32",,04-06-2019
64031,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"42,62",,17-06-2019
64032,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"9,9",,21-05-2019
64033,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"39,9",,13-06-2019
64034,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"13,0",,13-08-2019
64035,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"35,0",,19-03-2019
64036,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"42,08",,09-07-2019
64037,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"37,0",,25-06-2019
64038,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"65,78",,21-08-2019
64039,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"49,87",,05-06-2019
64040,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"11,0",,18-03-2019
64041,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"18,99",,19-06-2019
64042,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"14,0",,03-07-2019
64043,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"31,28",,19-02-2019
64044,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"49,22",,25-02-2019
64045,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"24,12",,13-03-2019
64046,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"37,29",,16-04-2019
64047,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"15,71",,26-06-2019
64048,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"24,86",,07-08-2019
64049,Dagoberto Nogueira,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,"29,3",,18-06-2019
64050,Dagoberto Nogueira,PDT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,"439,0",,07-06-2019
64051,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2100,0",,25-06-2019
64052,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,04-02-2019
64053,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,04-02-2019
64054,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,18-03-2019
64055,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,18-03-2019
64056,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,18-04-2019
64057,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,18-04-2019
64058,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,25-05-2019
64059,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,25-05-2019
64060,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,25-06-2019
64061,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,25-06-2019
64062,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,25-07-2019
64063,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,25-07-2019
64064,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,25-08-2019
64065,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,25-08-2019
64066,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,25-09-2019
64067,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,25-09-2019
64068,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,24-11-2019
64069,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"7800,0",,24-11-2019
64070,Dagoberto Nogueira,PDT,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,"2600,0",,24-12-2019
64071,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-448,01",BSB/CGR,16-12-2019
64072,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-460,81",CGR/BSB,16-12-2019
64073,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-460,81",CGR/BSB,16-12-2019
64074,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-686,63",BSB/CGR,16-12-2019
64075,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-458,57",BSB/CGR,16-12-2019
64076,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-460,81",CGR/BSB,16-12-2019
64077,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-1061,0",BSB/CGH/CGR,04-12-2019
64078,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-1197,62",CGR/CGH/BSB,11-12-2019
64079,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-2117,22",CGR/CGH/BSB/CGH/CGR,03-12-2019
64080,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"2014,18",BSB/BSB,12-12-2019
64081,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-442,58",CGR/GRU/BSB/CGH/CGR,26-11-2019
64082,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-1880,69",CGR/CGH/BSB/CGH/CGR,26-11-2019
64083,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"108,17",CGR/CGH/BSB/CGH/CGR,27-11-2019
64084,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"872,83",CGR/CGH/BSB,22-12-2019
64085,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-1460,92",CGR/CGH/BSB/CGH/CGR,26-11-2019
64086,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"-537,18",CGR/CGH/BSB/CGH/CGR,09-12-2019
64087,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"1144,48",CGR/CGH/BSB,21-12-2019
64088,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - SIGEPA,,"991,94",BSB/CGH/CGR,13-12-2019
64089,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"849,49",BSB/CGR,05-02-2019
64090,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"754,57",CGR/BSB,06-02-2019
64091,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"755,89",CGR/BSB,06-02-2019
64092,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"579,89",CGR/BSB,06-02-2019
64093,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"613,49",BSB/CGR,11-02-2019
64094,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"725,89",CGR/BSB,27-02-2019
64095,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"559,89",CGR/BSB,27-02-2019
64096,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"329,89",CGR/BSB,27-02-2019
64097,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"399,89",CGR/BSB,27-02-2019
64098,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"313,49",BSB/CGR,27-02-2019
64099,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"333,49",BSB/CGR,27-02-2019
64100,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"570,89",CGR/BSB,21-03-2019
64101,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"658,49",BSB/CGR,21-03-2019
64102,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"19,0",BSB/CGR,05-02-2019
64103,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"19,0",CGR/BSB,06-02-2019
64104,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"19,0",CGR/BSB,06-02-2019
64105,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"19,0",CGR/BSB,06-02-2019
64106,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"49,0",BSB/CGR,13-02-2019
64107,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"49,0",CGR/BSB,27-02-2019
64108,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"49,0",CGR/BSB,27-02-2019
64109,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"49,0",BSB/CGR,27-02-2019
64110,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"49,0",CGR/BSB,27-02-2019
64111,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"49,0",BSB/CGR,27-02-2019
64112,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-381,19",CGR/BSB,27-02-2019
64113,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-299,29",BSB/CGR,27-02-2019
64114,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"313,39",BSB/CGR,13-05-2019
64115,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"469,39",BSB/CGR,03-04-2019
64116,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"617,79",CGR/BSB,28-03-2019
64117,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"610,39",BSB/SJP,05-04-2019
64118,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"359,79",CGR/BSB,17-07-2019
64119,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"313,39",BSB/CGR,13-05-2019
64120,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"556,79",CGR/BSB,17-07-2019
64121,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"475,79",CGR/BSB,28-03-2019
64122,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"200,39",BSB/CGR,03-04-2019
64123,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"471,57",BSB/CGR,17-10-2019
64124,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"200,39",BSB/CGR,03-04-2019
64125,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"654,39",BSB/CGR,03-04-2019
64126,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"325,57",BSB/CGR,02-10-2019
64127,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"579,79",CGR/BSB,28-03-2019
64128,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"383,79",CGR/BSB,28-03-2019
64129,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1289,85",CWB/CGR,10-05-2019
64130,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"608,39",BSB/CGH/CGR,28-03-2019
64131,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"689,57",BSB/CGH/CGR,09-08-2019
64132,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"801,39",BSB/CGH/CGR,12-06-2019
64133,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1073,79",CGR/CGH/BSB,28-10-2019
64134,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"945,57",BSB/CGH/CGR,11-11-2019
64135,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"913,39",BSB/CGH/CGR,13-05-2019
64136,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1622,39",BSB/CGH/CGR,12-06-2019
64137,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"494,0",BSB/CGH/CGR,12-07-2019
64138,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1058,57",BSB/CGH/CGR,07-11-2019
64139,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"11,0",BSB/CGH/CGR,11-11-2019
64140,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"875,39",BSB/CGH/CGR,05-07-2019
64141,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"871,79",CGR/CGH/BSB,17-07-2019
64142,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"84,0",CGR/GRU/BSB,08-08-2019
64143,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"608,39",BSB/CGH/CGR,28-03-2019
64144,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"629,79",CGR/CGH/BSB,17-07-2019
64145,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1124,79",CGR/GRU/BSB,08-08-2019
64146,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"688,39",BSB/CGH/CGR,16-05-2019
64147,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"913,39",BSB/CGH/CGR,16-05-2019
64148,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"477,57",BSB/CGH/CGR,09-08-2019
64149,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"890,39",BSB/CGH/CGR,15-03-2019
64150,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"689,57",BSB/CGH/CGR,09-08-2019
64151,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"494,0",BSB/GRU/CGR,03-07-2019
64152,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1128,39",BSB/GRU/CGR,03-07-2019
64153,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1098,57",BSB/CGH/CGR,28-08-2019
64154,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1199,39",BSB/CWB,10-05-2019
64155,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"706,39",BSB/CGH/CGR,28-03-2019
64156,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"634,79",CGR/GRU/BSB,08-08-2019
64157,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1159,79",CGR/CGH/BSB,08-03-2019
64158,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"924,39",BSB/CGH/CGR,06-02-2019
64159,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"81,0",BSB/CGH/CGR,25-02-2019
64160,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1317,59",GRU/CGR,20-09-2019
64161,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"924,39",BSB/CGH/CGR,06-02-2019
64162,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"818,79",CGR/GRU/BSB,07-11-2019
64163,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"606,79",CGR/GRU/BSB,17-10-2019
64164,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"360,0",CGR/CGH/BSB,31-10-2019
64165,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"200,0",CGR/CGH/BSB,04-11-2019
64166,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1498,79",CGR/CGH/BSB,14-10-2019
64167,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"996,39",BSB/CGH/CGR,17-07-2019
64168,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1622,39",BSB/CGH/CGR,17-07-2019
64169,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1179,39",BSB/CGH/CGR,06-02-2019
64170,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"996,39",BSB/CGH/CGR,17-07-2019
64171,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"913,39",BSB/CGH/CGR,16-05-2019
64172,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"689,57",BSB/CGH/CGR,09-08-2019
64173,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"1212,57",BSB/CGH/CGR,11-11-2019
64174,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"801,39",BSB/CGH/CGR,16-05-2019
64175,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"996,39",BSB/CGH/CGR,17-07-2019
64176,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"608,39",BSB/CGH/CGR,28-03-2019
64177,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"629,79",CGR/CGH/BSB,17-07-2019
64178,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-579,44",BSB/BSB,30-04-2019
64179,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-762,79",BSB/BSB,04-07-2019
64180,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-19,0",CGR/CGH/BSB,06-11-2019
64181,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-869,19",BSB/BSB,19-06-2019
64182,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-414,35",BSB/CGH/CGR,10-07-2019
64183,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-1208,04",BSB/BSB,13-07-2019
64184,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-334,7",BSB/BSB,13-07-2019
64185,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-14,78",CGR/CGH/BSB,20-11-2019
64186,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-833,09",BSB/BSB,17-07-2019
64187,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-455,22",BSB/BSB,06-09-2019
64188,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-656,62",BSB/BSB,02-12-2019
64189,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-1045,17",BSB/BSB,30-08-2019
64190,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-604,34",BSB/BSB,27-08-2019
64191,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-3,96",BSB/GRU/CGR,22-02-2019
64192,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-1253,29",BSB/BSB,23-09-2019
64193,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-351,25",BSB/CGH/CGR,14-02-2019
64194,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-1425,14",BSB/BSB,04-12-2019
64195,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-1542,74",BSB/BSB,23-08-2019
64196,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-762,79",BSB/BSB,27-06-2019
64197,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-948,04",BSB/BSB,03-09-2019
64198,Dagoberto Nogueira,PDT,PASSAGEM AÉREA - RPA,,"-579,44",BSB/BSB,11-04-2019
